"text","page"
"This figure fought off Rhoikos (ROI-kohs) and Hylaios (""HIGH""-""lie""-ohs), two centaurs who tried to rape her. This daughter of Iasius (""I""-ay-see-us) fathered Parthenopaeus (par-thuh-noh-PEE-us), one of the Seven Against Thebes. After having sex in Cybele's (SIB-uh-lee's) temple, she is turned into a lion. Raised by a she-bear, this figure loses a footrace after three apples are thrown at her by her opponent Hippomenes (hi-POM-uh-neez). She also helps Meleager (mel-ee-ay-JER) kill the Calydonian (KAL-i-don-ee-uhn) Boar. For 10 points, name this only female Argonaut.","Atalanta"
"This figure's son was one of the seven against Thebes and was named Parthenopaios. One of this figure's feats occurred after King Oineus forgot to make a sacrifice to Artemis. After killing the centaurs Rhaecus and Hylaeus, this figure joined with others such as Peleus and [*] Meleager and drew first blood in their hunt for the Calydonian boar. This figure was turned into a lion for making love in a temple of Zeus with her husband Melanion. Raised by a she-bear, for 10 points, name this fleet-footed Greek huntress who lost a race after her opponent threw golden apples as a distraction.","Atalanta"
"This daughter of King Iasos gave birth to Parthenopaios, one of the Seven Against Thebes. This woman killed two centaurs named Rhoecus and Hylaeus. After a man killed her uncles Plexippus and Toxeus, he died when his mother burned the stick that was tied to his life. In another story, this woman and her lover made love in a temple of Cybele's, prompting her to turn them into lions. This woman joined Meleager in the Calydonian boar hunt, and only married after Hippomenes begged Aphrodite to help him beat her at a contest. For 10 points, name this huntress who married Hippomenes after he beat her in a footrace with the help of golden apples.","Atalanta"
"This mythological figure killed the centaurs Hylaeus and Rhaecus after they tried to rape her, and this figure caused the death of two of Althaea's brothers. This mythological figure, the mother of Parthenopaeus, was turned into a lion after she consummated her marriage in a temple of Zeus, and Medea saved her life by healing a wound suffered fighting the Colchians. Raised by a she-bear after her father abandoned her, she participated in the Calydonian boar hunt as well as being an Argonaut, but she is better known for being distracted by some golden apples while racing Hippomenes. For 10 points, name this mythological huntress known for her foot speed.","Atalanta"
"This Arcadian wounded a creature sent to punish Oeneus for improperly worshipping Artemis and killed the centaurs Rhaecus and Hylaeus. This figure defeated Peleus in wrestling at the funeral games of Pelias and inadvertently led Althea to kill her son in order to avenge her brothers by tossing the brand that determined the length of his life into a fire. This figure's father Iasus left her on Mount Parthenius, where she was suckled by a bear. For 10 points, name this woman who was the only female Argonaut and refused to marry until Aphrodite's gift of golden apples helped Hippomenes defeat her in a footrace.","Atalanta"
"This child of Clymene was perhaps a conglomeration of two entities and slew Rhoecus and Hyaelus before defeating Peleus in a wrestling match. Toxeus and Plexippus were insulted by this figure's reward during the resolution of Oeneus's curse, leading to the death of her beloved. Thereafter, she was reunited with her father Iasus, who disdained her emulation of her patron goddess, which led to her transformation into a lion. FTP, identify this huntress who was beaten, with Aphrodite's help, in a footrace by Melanion and his three golden apples.","Atalanta"
"Marpessa chose the mortal Idas over this god, who avenged the death of his child by Coronis. He was forced to serve King Admetus as a slave for killing three Cyclopes. Another of this god's lovers was killed by the jealous Zephyr with a stray discus. This god flayed the satyr (*) Marsyas after a music contest, cursed Cassandra to never be believed, and killed the Python to claim Delphi. This god fiercely defended the honor of his mother Leto with help from his twin sister Artemis. For 10 points, name this Greco-Roman god of prophecy, music, and light.","Apollo"
"This figure turned Chelone into a tortoise after refusing to attend his wedding. This god's domain includes xenia, or hospitality to guests, and King Salmoneus once impersonated him. He was fed human flesh by an Arcadian tyrant named Lycaon, who he turned into a wolf. This god killed the dragon-woman Kampe before freeing (*) Briareos and the other two Hekatonchires, a set of hundred-handed giants. This deity was suckled by Amalthea, a goat on Mount Ida, after his mother replaced him with a stone eaten by his father Cronos. For 10 points, name this abductor of Europa, husband of Hera, and lord of Olympus.","Zeus"
"Ayida Weddo is one of these married to the sky loa Damballa, who is also usually depicted as one. The Chinese goddess Nu Gua has the body of one. Indian ones include one bound to Mount Mandar during the churning of the milk ocean, exhaling blue poison as a result. That jeweled one, King Vasuki, led a group of them opposed to Garuda, while another of these is (*) Sesha. Eurydice was killed by a bite from one of these creatures, and Kusanagi came from the body of one after Susanowo slew it and its eight heads. Exemplified by the nagas, for 10 points, name these creatures that include Jormungandr, the ""Midgard"" one, and that make up the strands of Medusa's hair.","Snake"
"This deity proved his kingship by making a garment representing the heavens disappear and reappear at a feast held by Anshar. This four-eared, four-eyed figure created the mansion E-Sara and navigates with the aid of a bright star called Nibiru. This figure also tamed a four-legged creature called the sirrush or mushussu and won one fight by silencing the (*) four directional winds, then commanding a wind to move his magic net. According to the Enuma Elish, this father of Nabu created the zodiac and took Kingu's prize possession, the Tablets of Destiny. For 10 points name this slayer of Tiamat, the chief god of the Babylonian pantheon.","Marduk"
"During a storm, this man accidentally killed the hospitable king of the Doliones, Cyzicus. He sired twins before abandoning the malodorous isle of Lemnos and its queen, Hypsipyle. This son of Alcimede yoked two bronze-hoofed, fire-breathing bulls and carried a (*) goddess disguised as an old woman across a river. He was sent by his uncle, king Pelias of Iolcus, to deal with Aeetes after arriving home wearing only one sandal. That journey took him through the Symplegades to Colchis and back through the Hellespont. For 10 points, name this husband of Medea, a Greek hero who sailed in search of the Golden Fleece with the Argonauts.","Jason"
